subject,appearance
2007-11-25 Erik Hjortsberg  <erik.hjortsberg@iteam.se>,11
Bump autoprefixer from 9.6.5 to 9.7.0,11
2010-10-13  Adam Barth  <abarth@webkit.org>,11
Version 3.1.0 ,11
Fix MSVC build,11
Update docs.md,11
chore(deps-dev): bump semantic-release from 17.1.1 to 17.1.2,11
Update dependency io_bazel_rules_go,11
        Reviewed/landed by Adam.,11
Bump Verify.Xunit from 5.0.4 to 5.1.0,11
2010-04-02  Adam Barth  <abarth@webkit.org>,11
Bump webpack-cli from 4.0.0 to 4.1.0,11
Remove existing Skia suppressions,11
OAK-788: File backend for the SegmentMK,11
Update test,11
git subrepo pull libs/jstyleparser,11
"Revert ""Merge pull request #93156 from logicalhan/triage-api-machinery""",11
Merge branch '5.0' of github.com:gchq/stroom into dev,11
git subrepo push tag-expressions/ruby,11
CLEAN-UP CYCLE #1,11
Remove deprecated method,11
Merge branch 'master' of github.com:ornicar/chessground,11
chore(release): 2.0.4 [skip ci],11
address comments,11
Bump Verify.Xunit from 1.31.0 to 1.31.1,11
l10n: Updates to Bulgarian translation,11
Doc fixes,11
Bump grunt from 1.2.1 to 1.3.0,11
Bump style-loader from 1.1.2 to 1.1.3,11
Programming style and consistency.,11
🌐 Translated using Weblate (French),11
GA and Beta Promotions (#3245),11
Modified code Pyflakes warning.,11
Bump urllib3 from 1.25.8 to 1.25.9,11
Bump capybara from 3.0.3 to 3.1.0,11
Bump pydocstyle from 5.1.0 to 5.1.1,11
Signatures update.,11
2007-01-14 Erik Hjortsberg  <erik@katastrof.nu>,11
Bump webdrivers from 4.2.0 to 4.3.0,11
Applied revision by Augusta Marques da Silva <augusta.marques@gmx.net>.,11
[Major] Refactored StrolchConfiguration.xml to use environments,11
Replace deprecated UPPER_CONSTRAINTS_FILE variable,11
Bump bullet from 5.9.0 to 6.0.0,11
2010-01-04  Adam Barth  <abarth@webkit.org>,11
Unreviewed rebaseline.,11
Bump webpack from 4.29.5 to 4.29.6,11
Bump eslint from 6.2.1 to 6.2.2,11
l10n: Updated Uyghur (ug) translation to 97%,11
Fixed typos,11
Bump jquery from 3.4.0 to 3.5.0,11
Various fixes:,11
2011-02-10  Philippe Normand  <pnormand@igalia.com>,11
Merge branch 'features/check-suite-annotations' into features/check-suite-annotations-inline,11
Docs: Replace links to '/stable/' with '/latest/'. (#5901),11
Merge bk-internal.mysql.com:/home/bk/mysql-5.0 into mishka.local:/home/my/mysql-5.0,11
update translations,11
I18n: Update translation sq (97%).,11
Fix build on FreeBSD,11
Bump gds-sso from 13.6.0 to 14.0.0,11
Merge branch 'x86-urgent-for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/tip/linux-2.6-tip,11
Merge branch 'master' into gmf-to-nrml,11
Bump webmock from 3.1.1 to 3.2.1,11
Merge remote-tracking branch 'remotes/marcel/tags/rdma-pull-request' into staging,11
Bump bootsnap from 1.3.2 to 1.4.0,11
Bump websocket-extensions,11
chore(deps-dev): bump typescript from 4.0.2 to 4.0.3,11
Subject: Code Style update,11
Translated using Weblate: Portuguese (pt) by ssantos <ssantos@web.de>,11
Bump eslint from 5.13.0 to 5.14.0,11
        - try to fix the Windows build,11
chore(deps): bump github.com/prometheus/client_golang,11
2011-02-07  Zhenyao Mo  <zmo@google.com>,11
Remove some unused code.,11
Bump rimraf from 3.0.1 to 3.0.2,11
Update javadoc,11
Update doc [skip ci],11
wetek: update bsp,11
Bump @typescript-eslint/parser from 2.30.0 to 2.31.0,11
2011-04-20  Dirk Pranke  <dpranke@chromium.org>,11
Code improvements,11
Automatic merge from branch-6.7,11
Removed spannertools function.,11
Refactor test cases to use new standard structure,11
Merge git://git.kernel.org/pub/scm/linux/kernel/git/steve/gfs2-3.0-fixes,11
Bump eslint-plugin-react in /server/src/main/webapp/WEB-INF/rails,11
Merge branch 'cxgb4',11
2011-05-01  Patrick Gansterer  <paroga@webkit.org>,11
Updated. Update to new release version.,11
Require MediaWiki 1.29 in extension.json for manifest_version 2,11
minor #22885 [3.4] Allow 4.* deps (nicolas-grekas),11
refs #364 ,11
Bump eslint-config-prettier from 4.2.0 to 4.3.0,11
Bump actions/checkout from v1 to v2.3.1,11
        Reviewed by George Staikos.,11
"Unreviewed, Chromium test expectations update.",11
Extend OLCand REST API to allow not to create products on the fly,11
I18n: Update translation is (93%).,11
-,11
Rubber-stamped by Adam Roben.,11
Update rubocop requirement from ~> 0.83.0 to ~> 0.84.0,11
2010-07-06  Adam Barth  <abarth@webkit.org>,11
2011-03-01  Tony Gentilcore  <tonyg@chromium.org>,11
Bump husky from 3.0.9 to 3.1.0,11
Bump webpack from 4.35.2 to 4.35.3,11
5917-app - Product price not found if ASI was added to order line,11
Merge branch 'for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/hpa/linux-2.6-x86setup,11
Bump gds-sso from 14.1.0 to 14.1.1,11
JCR-2744: Avoid element arrays in PathImpl,11
Use base::MakeRefCounted instead of new to alloc net::IOBuffer instances.,11
Bump uuid from 8.3.0 to 8.3.1,11
Add guard for upcoming Skia change,11
Bump maven-checkstyle-plugin from 3.0.0 to 3.1.0,11
Hygiene: update diff test results,11
updated batch_processing,11
XWIKI-4753: Refactor old model to use the new Entity Reference classes,11
Merge branch 'master' of github.com:lifo/docrails,11
Bump rubocop-rspec from 1.32.0 to 1.33.0,11
"SVN_MERGE Merged revisions 1066072,1067081,1067087,1067089,1067091 via svnmerge from  svn+ssh://tmcguire@svn.kde.org/home/kde/branches/kdepim/enterprise4/kdepimlibs",11
IFS-2920-Proj-Location-Per-Partner,11
OAK-18: Define Oak API,11
Update wpackagist-plugin/google-analytics-for-wordpress requirement,11
build(deps-dev): bump eslint from 7.8.1 to 7.9.0,11
        Reviewed by mjs,11
Bump @typescript-eslint/parser from 2.26.0 to 2.27.0,11
bump flannel,11
Bump eslint-config-prettier from 6.2.0 to 6.3.0,11
Synced jsonutils from oslo-incubator,11
Merge branch 'v2',11
Merge branch 'akpm' (fixes from Andrew Morton),11
Bump Moq from 4.14.4 to 4.14.5,11
reviewed by: Robey Pointer <robey@eazel.com>,11
        Reviewed by David Kilzer.,11
Merge branch 'hans/ssh/cuddle_tests',11
2001-10-04  Lutz M�ller <urc8@rz.uni-karlsruhe.de>,11
Bump @types/node from 14.0.19 to 14.0.20,11
I18n: Update translation pl (99%).,11
Updating ghodss/yaml and gopkg.in/yaml.v2 to latest version,11
Bump simple_form from 4.1.0 to 5.0.0,11
Arrange Code,11
Merge branch 'for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/x86/linux-2.6-x86,11
Bump Xunit.ApprovalTests from 3.2.1 to 4.0.0,11
Update the README,11
Merge branch 'master' into bfa,11
WICKET-3347 Simplify somehow the code in org.apache.wicket.request.handler.render.WebPageRenderer.respond(RequestCycle),11
Try to fix build.,11
chore(deps-dev): bump prettier from 2.0.5 to 2.1.0,11
Various Fixes,11
Bump rubocop from 0.88.0 to 0.89.0,11
Bump mocha from 8.1.2 to 8.1.3,11
Prototipo sintesi richiesta,11
Remove unused include,11
Bump database_cleaner from 1.7.0 to 1.8.1,11
Merge branch 'x86-hyperv-for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/tip/tip,11
chore(deps-dev): bump jest from 26.6.0 to 26.6.1,11
OAK-50 : Implement User Management (WIP),11
2009-11-27  Adam Barth  <abarth@webkit.org>,11
Merge branch 'tipc',11
Merge branch 'master' into dev-form,11
Merge branch 'bug-15885-convert-utilities-to-external-projects',11
        Release build fix.,11
Use the new build env on Travis,11
Bump lint-staged from 10.5.1 to 10.5.2,11
Style fix.,11
JCR-1590: JSR 283: Locking,11
Merge branch 'master' of github.com:enspiral/loomio,11
Merge branch 'x86-cpu-for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/tip/linux-2.6-tip,11
OAK-6246 - Support for out of band indexing with read only access to NodeStore,11
Bump rubocop from 0.59.2 to 0.60.0,11
Bump eslint from 6.6.0 to 6.8.0,11
2008-10-18  Darin Adler  <darin@apple.com>,11
Roll WebGPU CTS,11
vendor: Update github.com/evanphx/json-patch,11
JCR-2003: JCR2SPI / SPI: Add support for JCR 2.0,11
docs: change relative URLs to absolute URLs to fix broken links.,11
Bump coveralls from 3.0.6 to 3.0.7,11
Merge branch 'master' into java-logging,11
chore(deps): [security] bump lodash from 4.17.11 to 4.17.14,11
Makefile improvements,11
Merge branch 'master' into ci,11
Translation to C improvements.,11
Bump Microsoft.CodeAnalysis.FxCopAnalyzers from 3.3.1 to 3.3.2,11
Merge branch 'pmg3' of github.com:materialsproject/pymatgen into pmg3,11
[Security] Bump lodash from 4.17.15 to 4.17.20,11
Merge branch '2016-09-29-new-dashboard' of github.com:appknox/irene into 2016-09-29-new-dashboard,11
Merge master.kernel.org:/home/rmk/linux-2.6-serial,11
Update configPresets.json,11
More changes,11
Translated using Weblate (German (Austria)),11
chore(release): 4.0.0 [skip ci],11
journal,11
build(deps-dev): bump eslint from 7.6.0 to 7.7.0,11
chore(deps-dev): bump eslint-plugin-prettier from 3.2.0 to 3.3.0,11
Merge branch 'master' into new-spoofax-plugin,11
Added gatePage property to sign-in pages,11
OAK-4939 - Isolate corrupted index and make async indexer more resilient,11
Replace git.openstack.org URLs with opendev.org URLs,11
ARM Update mach-types,11
I18n: Update translation hr (97%).,11
Bump pre-commit from 2.5.0 to 2.5.1,11
Merge branch 'pylint',11
Update test expectations,11
Bump @babel/cli from 7.5.0 to 7.5.5,11
avoid NPE,11
Merge branch 'cassandra-3.11' into trunk,11
Bump Verify.Xunit from 6.10.4 to 6.10.5,11
Update rest_lights.cpp,11
Translated using Weblate (Serbian (latin)),11
Bump assertj-core from 3.16.1 to 3.17.0,11
Enable more browser tests that now pass with PlzNavigate.,11
chore(deps): bump acorn from 5.7.3 to 5.7.4,11
Merge branch 'version/1.9' into version/2.0,11
phan: Remove suppression for PhanParamTooMany,11
Hungarian translation updated by Mate ORY.,11
merged branch willdurand/fix-components (PR #4155),11
build(deps-dev): bump @typescript-eslint/eslint-plugin in /visualization,11
ListViewTree,11
Bump maven-shade-plugin from 3.2.1 to 3.2.2,11
Set phan-taint-check-plugin version in composer.json,11
Bump commons-codec from 1.13 to 1.14,11
Add comments,11
minor #32800 Improve some URLs (Arman-Hosseini),11
Bump mockito-core from 2.20.1 to 2.21.0,11
Bump webpack from 4.37.0 to 4.38.0,11
git subrepo push gherkin/c,11
Bump webpack from 4.39.0 to 4.39.1,11
Disable failing test,11
l10n: Welsh update,11
Convert specs to RSpec 2.99.2 syntax with Transpec,11
Merge branch 'develop' into feature/bottom-vision,11
Bump django from 1.11.28 to 1.11.29,11
Bump bootsnap from 1.4.3 to 1.4.4,11
CP-6167: Fix a bug reported by pylint,11
Update rubocop requirement from ~> 0.84.0 to ~> 0.85.0,11
Bump json from 2.3.0 to 2.3.1,11
Bump tox from 3.15.2 to 3.16.0,11
Pontoon: Updated Italian (it) localization of AMO,11
minor #33154 Parameter type leftovers (derrabus),11
...,11
Merge branch 'for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/rkuo/linux-hexagon-kernel,11
iwinfo: update to latest Git HEAD,11
Bump jackson-databind from 2.9.10.1 to 2.9.10.3,11
Auto-rebaseline for r188935,11
Reviewed by Alexey Proskuryakov.,11
2008-10-28  Cameron Zwarich  <zwarich@apple.com>,11
Bump Fody from 6.1.1 to 6.1.2,11
Chromium build fix.,11
Pontoon: Update Czech (cs) localization of AMO,11
[SIMPLEXplus promotion] This modification removes the old way to define simplexes (already deprecated and unsupported). In the following SIMPLEX = [vertex|edge|face|tetrahedron],11
2007-09-12 Erik Hjortsberg  <erik.hjortsberg@iteam.se>,11
Drop MANIFEST.in - it's not needed by pbr,11
Bump faker from 2.14.0 to 2.15.1,11
Fix compiler warning: -Wmissing-field-initializers,11
Bump bootsnap from 1.4.7 to 1.4.8,11
ListView,11
2010-06-05  Anders Bakken  <agbakken@gmail.com>,11
Automatic merge from branch-5.4,11
Bump govuk_test from 0.4.2 to 0.4.3,11
Bump eslint-config-prettier from 6.13.0 to 6.14.0,11
git subrepo pull (merge) CloudContactOOo,11
OAK-1915: TarMK failover 2.0,11
        Reviewed by Alexey.,11
IDEA-219760 Editor may start faster,11
Merge trunk into HA branch,11
Build fixes,11
Merge branch 'master' into freecen_parsing,11
Bump style-loader from 1.0.0 to 1.0.1,11
Bump govuk_app_config from 1.12.0 to 1.13.0,11
2004-01-17  Andrew Cagney  <cagney@redhat.com>,11
2011-05-03  Dirk Pranke  <dpranke@chromium.org>,11
Documentation fix,11
Bump selenium-webdriver from 3.14.0 to 3.14.1,11
Bump newrelic_rpm from 5.4.0.347 to 5.5.0.348,11
Fix build warnings,11
release-tools: update,11
Update rubocop requirement from ~> 1.1.0 to ~> 1.2.0,11
Merge pull request #69627 from dims/updating-ghodss-yaml-to-latest-version-2,11
Update ISBN ranges,11
Bump typescript from 3.7.2 to 3.7.3,11
2011-01-27  Philippe Normand  <pnormand@igalia.com>,11
Merge branch 'master' into test-protocols,11
Merge branch 'master' of github.com:molgenis/molgenis,11
Bump @babel/preset-env in /server/src/main/webapp/WEB-INF/rails,11
Accumulated commit of the following from branch 'origin/ready/jph-coverage':,11
Merge remote branch 'symfony/master' into event-manager,11
2011-04-06  Adrienne Walker  <enne@google.com>,11
Minor changes.,11
2011-05-02  Adam Barth  <abarth@webkit.org>,11
2011-02-01  Dimitri Glazkov  <dglazkov@chromium.org>,11
Bump core-js from 3.6.4 to 3.6.5,11
Update rubocop requirement from ~> 0.91.0 to ~> 0.92.0,11
Progress towards full release,11
Merge branch 'master' into filtering,11
Bump rubocop from 0.62.0 to 0.63.0,11
Merge branch 'master' into cleanup,11
Merge remote-tracking branch 'remotes/ehabkost/tags/numa-pull-request' into staging,11
Translated using Weblate (Chuvash),11
Merge branch 'feature/INFUND-844-as-an-applicant-i-want-to-receive' of https://devops.innovateuk.org/code-repository/scm/ifs/innovation-funding-service into feature/INFUND-844-as-an-applicant-i-want-to-receive,11
chore(deps-dev): bump husky from 4.3.5 to 4.3.6,11
Bump pry from 0.11.3 to 0.12.0,11
2010-11-29  Ojan Vafai  <ojan@chromium.org>,11
Jetpack Connect,11
OAK-293: MongoDB-based MicroKernel,11
Fix compiler warning: values not explicitly handled,11
Generate multiple states per realization by flipping random spins after each simulation,11
Update ironic.conf.sample,11
README updates,11
chore(deps-dev): bump eslint-config-prettier from 6.12.0 to 6.13.0,11
Merging in latest from upstream (VISUAL/fineui:refs/heads/master),11
WICKET-5452 Make Wicket-Atmosphere testable - AtmosphereTester,11
Bump FodyHelpers from 3.3.5 to 4.0.0,11
Translated using Weblate (Acholi),11
Updated Storage.php,11
"Revert ""feature #26702 Mark ExceptionInterfaces throwable (ostrolucky)""",11
Bump typescript from 3.6.4 to 3.7.2,11
#222 Flyweight NEBA,11
Bump rubocop from 0.63.1 to 0.64.0,11
Tuning __PHOTO_RETOUCHING to respond to spammer changes,11
Bump rubocop from 0.74.0 to 0.75.0,11
run_tests:,11
l10n: Updated Turkish (tr) translation to 98%,11
Bump commons-text from 1.8 to 1.9,11
LLVM Compiler build fix.,11
Use upper constraints for all jobs in tox.ini,11
Changes to comply with language style guide.,11
Bump pytest from 5.0.0 to 5.0.1,11
I18n: Update translation es (99%).,11
Merge branch 'topic/ppc-kvm' into next,11
Persian language update,11
Merge remote-tracking branch 'afaerber/tags/qom-cpu-for-anthony' into staging,11
chore(deps-dev): bump jest from 26.4.2 to 26.5.0,11
Depend on elasticsearch-parent,11
Bug 6278: Switch to use odlparent's karaf-parent,11
Removed dead code,11
I18n: Update translation da (99%).,11
This patchset creates the basic infrastructure for running the existing network testcases under containers automatically. The patchset creates a command file named nw_under_ns for the purpose. Please review them and provide all your valuable feedback. I have addressed all the comments from lxc-dev list except one. The changelog looks like: 1. Added verbose comments and patch description. 2. Restructured the licensing text. 3. Merged two patches into one touching runallnetworktest_child.sh file.,11
Sync with manager:,11
Bump rubocop from 0.63.0 to 0.63.1,11
Merge branch 'master' of git://openpli.git.sourceforge.net/gitroot/openpli/enigma2 into experimental,11
Fixed changelog,11
Bump rubocop from 0.68.1 to 0.69.0,11
git subrepo pull updater/gui,11
Merge remote-tracking branch 'upstream/master' into allowReordering,11
2011-01-12  Anders Carlsson  <andersca@apple.com>,11
Some small fixes,11
Update _pytdlpack.py,11
Bump @babel/preset-env from 7.12.0 to 7.12.1,11
2001-10-16  Lutz M�ller <urc8@rz.uni-karlsruhe.de>,11
Updating all affected packages after google-cloud-core update. (#3730),11
Approved by Jim Blandy:,11
procd: update to latest git revision,11
Updated Brazilian Portuguese translation by Leonardo Ferreira Fontenelle,11
Updated editor,11
"Added ""fa"" to ALL_LINGUAS. Added Persian translation.",11
Bump Moq from 4.14.0 to 4.14.1,11
bump atc tsa,11
Update translations.,11
Merge branch 'stable-2.15' into master,11
Enable DeprecationWarning in test environments,11
I18n: Update translation pt_BR (98%).,11
Bump css-loader from 3.1.0 to 3.2.0,11
Update cros.DEPS,11
2011-08-29  Pavel Podivilov  <podivilov@chromium.org>,11
meta-xsarius: update bsp,11
bump fly go-concourse,11
docs/source/calculators/hazard.rst:,11
Bump capybara from 3.16.2 to 3.17.0,11
Bump tox from 3.15.0 to 3.15.1,11
Fix typo in documentation,11
Comment,11
Submitted by: Bill Wendling Reviewed by: Chris Lattner,11
        Reviewed by Oliver,11
toolchain_build: Update gcc revision,11
Bump karma from 5.2.2 to 5.2.3,11
Merge branch 'tip/perf/core' of git://git.kernel.org/pub/scm/linux/kernel/git/rostedt/linux-trace into perf/core,11
build(deps-dev): bump husky from 4.3.5 to 4.3.6,11
Merge https://gitlab.denx.de/u-boot/custodians/u-boot-marvell,11
demos/disaggregation:,11
Bump webpack-cli from 3.3.4 to 3.3.5,11
Update memcached,11
updated tests,11
Updated Latvian Translation.,11
chore(deps-dev): bump jest from 26.5.3 to 26.6.0,11
Fixing up some format strings in nox configs.,11
tweaking,11
Optimize calls to std::string::find() and friends for a single char.,11
Add __ne__ built-in function,11
build: update submodules,11
Merged revisions 1022132 via svnmerge from  https://svn.kde.org/home/kde/branches/kdepim/enterprise4/kdepimlibs,11
"BUG: fmri_moco: ""Segmentation fault""",11
Bump assertj-core from 3.17.0 to 3.17.1,11
[Components] Tests/Autoloading fixes,11
IDEA-66333 Quick documentation lookup on mouse hover,11
Bump moment from 2.29.0 to 2.29.1,11
Estonian translation updates by Ivar Smolin <okul@linux.ee>,11
Bump maven-javadoc-plugin from 3.0.0 to 3.0.1,11
Update language to comply with Android's inclusive language guidance,11
Bump puma from 4.3.6 to 5.0.0,11
Merge remote-tracking branch 'origin/dev',11
OAK-1604 - Support for signed references in Blob (WIP),11
