repo_name,commit,subject,message_without_subject,multiple_parents,Is_Summary,Is_Generic,Category,Comment,Certain,Labler,Sampling,distance,administrative_pred
chromium/chromium,a2bf3abeb27a3c8a3334e3708a60aa7dc25fccf2,Roll src/net/third_party/quiche/src/ 014740d30..7498c8c59 (1 commit),"

https://quiche.googlesource.com/quiche.git/+log/014740d30571..7498c8c59b8a

$ git log 014740d30..7498c8c59 --date=short --no-merges --format='%ad %ae %s'
2019-07-02 renjietang In HTTP/3, write Priority on control stream before writing headers.

Created with:
  roll-dep src/net/third_party/quiche/src

Change-Id: I8ad57305b6b43b303c5a3f6f3a2cd23bc7222078
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1691429
Auto-Submit: Ryan Hamilton <178a6b23c07ff05a8c9baf34b89a84f7f1925657@chromium.org>
Commit-Queue: Bence Béky <4815a8677a9803667dd9fb123cefbce31fbbc718@chromium.org>
Reviewed-by: Bence Béky <4815a8677a9803667dd9fb123cefbce31fbbc718@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#675456}
",False,,,,,,,comsum_random_batch_12_july_2021,304,False
rails/rails,7eed50c7208a1b605e6ad04e877a3cbeb7cc3434,Rely on the injectable type caster for `arel_table`,"

This API will require much less consuming code to change to accomodate
the removal of automatic type casting from Arel. As long as the
predicates are constructed using the `arel_table` off of an AR subclass,
there will be no changes that need to happen.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,19a5b3587d246544ad1927e6c891e00df2061c49,Reset geolocation permission embargo for an origin when it becomes DSE,"

If an origin becomes the default search engine (DSE) it should have any
embargo status on it reset.

BUG=730377

Review-Url: https://codereview.chromium.org/2941753002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#479606}
",False,,,,,,,comsum_random_batch_12_july_2021,115,False
nwjs/chromium.src,729d804e8f8be6c789a3112a144871baf219b38d,Remove platform verification pepper APIs,"

Now that CDMs use mojo exclusively, remove the Pepper APIs that are
now unused.

BUG=772160
TEST=compiles

Change-Id: I1639e3ab7f6fbb3e328a8b9b7c2a2e57c6d5467e
Reviewed-on: https://chromium-review.googlesource.com/1007885
Reviewed-by: Xiaohan Wang <bb381fe471dcc258176d423b112ac22ee2549723@chromium.org>
Reviewed-by: Bill Budge <69c97eba0dc9a95fc3dc410a0f5e8f5ad124aa5d@chromium.org>
Reviewed-by: Scott Violet <5737ef08a3ec16a337ac79a1d719fb91acba20a4@chromium.org>
Reviewed-by: Daniel Cheng <16123c1b20e8652874389dd38d18c4766d539508@chromium.org>
Commit-Queue: Xiaohan Wang <bb381fe471dcc258176d423b112ac22ee2549723@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#550079}",False,,,,,,,comsum_random_batch_12_july_2021,109,False
nwjs/chromium.src,a211508737c67b5be1ebbaa6f90970a6b6c8ca52,"Support FetchEvent.respondWith(), Cache.put() and resposne.clone() with .body accessed responses.","

Currently once we touch response.body, every operations of FetchEvent.respondWith(), Cache.put() and resposne.clone() will fail.
This cl makes change to support these operations.

After response.body is touched, all data will be enqueued into ReadableStreamImpl.
This cl use Body::ReadableStreamSource::createDrainingStream() to pull back the data from the ReadableStreamImpl.

When any data was already read from the ReadableStreamImpl, the behavior of these operations are not defined in the spec yet.
So we don't support these operations of the partially comsumed response.

BUG=446188
TEST=http/tests/serviceworker/ http/tests/fetch/

Review URL: https://codereview.chromium.org/847793004

git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@189282 bbb929c8-8fbe-4397-9dbb-9b2b20218538
",False,,,,,,,comsum_random_batch_12_july_2021,696,False
jfree/jfreechart,0ca96cca00ddff278ff210945425df060b5eb5c7,2008-01-10  David Gilbert  <david.gilbert@object-refinery.com>,"

	Bug 1868521:
	* source/org/jfree/chart/ChartUtilities.java
	(writeChartAsJPEG): Create RGB image rather than ARGB.",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,9877ff7af13e54c73515b3c710a3c1ac174aba09,"Text representation of pseudo elements, '::-webkit-distributed', is wrong in CSSSelector::selectorText(). https://bugs.webkit.org/show_bug.cgi?id=113560","

Reviewed by Dimitri Glazkov.

Source/WebCore:

Fix the text representation of distributed functional pseudo elements in CSSSelector::selectorText().

Test: fast/dom/shadow/distributed-pseudo-element-css-text.html

* css/CSSSelector.cpp:
(WebCore::CSSSelector::selectorText):
* css/CSSSelector.h:
(CSSSelector):

LayoutTests:

* fast/dom/shadow/distributed-pseudo-element-css-text-expected.txt: Added.
* fast/dom/shadow/distributed-pseudo-element-css-text.html: Added.


git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@147295 bbb929c8-8fbe-4397-9dbb-9b2b20218538",False,,,,,,,comsum_random_batch_12_july_2021,472,False
dart-lang/sdk,3a4aad6b874bebc5f00163ded4f36697d66e7b8a,[cfe] Use test description uri for expectation file location,"

Previously the first file in the `Component.uriToSource` was used which
didn't work nicely with multifile tests.

Text outline expectations were already using the test description uri.

Change-Id: I0d4a7493cd1fa61beffba41f1ea859ca5e8ad08c
Reviewed-on: https://dart-review.googlesource.com/c/sdk/+/151825
Commit-Queue: Johnni Winther <0f64ef784d57ffb064b634040f9eeba0d33d0be4@google.com>
Reviewed-by: Jens Johansen <05223a3c6bdf76af6f84755eae231abeebcf4530@google.com>
",False,,,,,,,comsum_random_batch_12_july_2021,188,False
openstack/openstack-manuals,b9b274dfa007e1fd59c24f67a8f1030cc13dd2a8,[cloud-admin-guide] Convert networking files to RST,"

Converting the following files:
1. section_networking_adv_features.xml
2. section_networking-config-identity.xml

Implements: blueprint reorganise-user-guides.

Change-Id: I8a4bf854246eb8282af31404315ced804dbcaf84
",False,,,,,,,comsum_random_batch_12_july_2021,163,False
chromium/chromium,50c854cf25febab1701d3e85d64a34b108852bdb,Print Preview: Run clang-format,"

Run clang-format on the contents of:
chrome/browser/resources/print_preview
chrome/test/data/webui/print_preview

now that the CL to update Print Preview to Polymer 3 has been landed
for a few days.

Bug: 1012574
Change-Id: I33259a39047cf20c3fa999b19217f37f96e8d952
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1918660
Reviewed-by: Demetrios Papadopoulos <5fc99dc5a589535ee93f374a9f7df4a885d5f265@chromium.org>
Commit-Queue: Rebekah Potter <d3fa462b5af7bedecb31c9641c08373f0b7e8c42@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#715952}
",False,,,,,,,comsum_random_batch_12_july_2021,215,False
freeciv/freeciv,83e6a6daa2480569e6d553b93854acb7485c4341,Qt: Fix clearing of worker tasks,"

Reported by Alexandro Ignatiev

See hrm Bug #887748

Signed-off-by: Marko Lindqvist <09de095ce3e68c59408f3e8a648405bbea619591@gmail.com>
",False,,,,,,,comsum_random_batch_12_july_2021,55,False
cylc/cylc,f17bc468245bb5ba1e67c56b707539d11c5d99f6,Fix submit-failed handling after reload,"

Ensure that event is properly recorded:
* Set event process flag on submission failure with or without retry.
* Copy task state updated flag on reload.

Task proxies are replaced on reload. This change also ensures that job
manipulation callbacks record results on the replacement task proxies
instead of the original ones.

Unfortunately, the new test is very sensitive to timing, so may actually
pass regardless of the fix.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,4ab0f4625ee12a425b4b14a5e07435b11931a1e6,"Revert ""Fix Hit Test for Scrollbar of translateZ element""","

This reverts commit 5019fe1f30c52750571f3c1cced543ca01c16495.

Reason for revert: Regression 756740

Original change's description:
> Fix Hit Test for Scrollbar of translateZ element
> 
> This issue is caused by we apply coordinate change for translate in
> PaintLayer::HitTestLayerByApplyingTransform, then we apply twice in
> PaintLayer::HitTestLayer before HitTestOverflows.
> 
> In this patch, I can use the hit_test_location in HitTestResult to
> HitTestOverflows.
> 
> Bug: 755645
> Cq-Include-Trybots: master.tryserver.chromium.linux:linux_layout_tests_slimming_paint_v2
> Change-Id: Iad7c0a9037f94e37d6769008050c049e5b764c98
> Reviewed-on: https://chromium-review.googlesource.com/616446
> Reviewed-by: Philip Rogers <pdr@chromium.org>
> Commit-Queue: Jianpeng Chao <d6e6fc02b46216f193f8044eae8b6adff5169ab3@chromium.org>
> Cr-Commit-Position: refs/heads/master@{#494768}

TBR=pdr@chromium.org,d6e6fc02b46216f193f8044eae8b6adff5169ab3@chromium.org

# Not skipping CQ checks because original CL landed > 1 day ago.

Bug: 755645
Change-Id: I336e8805deecb0793f37f3ceb2eaf78b2c1c62e5
Cq-Include-Trybots: master.tryserver.chromium.linux:linux_layout_tests_slimming_paint_v2
Reviewed-on: https://chromium-review.googlesource.com/629296
Reviewed-by: David Bokan <9e5676d47d19eb72262e56b54b7e780c7d70af34@chromium.org>
Commit-Queue: Jianpeng Chao <d6e6fc02b46216f193f8044eae8b6adff5169ab3@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#496767}",False,,,,,,,comsum_random_batch_12_july_2021,582,False
gdh1995/vimium-plus,d4bcafc15b8edf733463d10fdbdf2f98ed15ee05,"support `vimium://status toggle [""^"" ...hooked-keys]`","

so a same key may be used to ""disable"" Vimium C and then re-enable it.
* here the action ""disable"" will set passKeys to the ""only-hooked"" mode

as said in point #2 of
https://github.com/gdh1995/vimium-c/issues/55#issuecomment-512646699
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,78ed69f066f58c82923a0cd34f1d5a3ab98c5d53,Fixed the sizing bug for PDFs opened from links with target=_blank.,"

BUG=462677, 469652

Review URL: https://codereview.chromium.org/1034803002

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#322277}
",False,,,,,,,comsum_random_batch_12_july_2021,78,False
B3Partners/flamingo,10db5e697915a02b1f39a777d33afaecbdcb3e7b,Feat/added expire date for user (#1723),"

* Added field for setting an expiry date on user

* Added check if user has expired and is restricted to login for the viewer

* Added translations for expiry-date

* moved expire date code to it's own method in Authorizations

* updated expire translations

* Cleaned up unused imports

* Added logger, log error upon parsing error for isUserExpired

* Update viewer-config-persistence/src/main/java/nl/b3p/viewer/config/security/Authorizations.java

Co-authored-by: Mark Prins <a04060561373603fab8398c8cb040d3ba18ce80a@users.noreply.github.com>
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
shikadilord/Invasion_from_the_Unknown,4fd040d5b391e4b589be275727d667c5990db7bb,Remove default base terrain specification from regular Gate terrains,"

This matches the AtS version of the terrains. Not that this really makes
a difference for me in particular, since I always have AtS installed and
the AtS version of the terrains takes precedence.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
GNOME/epiphany,7e908772c6a1050721a0a8ed4f4d1a0416277bbd,Split mozilla related calls out of EmbedShell. Load default mozilla prefs,"

2003-02-05  Marco Pesenti Gritti  <marco@it.gnome.org>

	* embed/Makefile.am:
	* embed/ephy-embed-event.h:
	* embed/ephy-embed-shell.c: (ephy_embed_shell_init),
	(ephy_embed_shell_finalize), (ephy_embed_shell_new),
	(ephy_embed_shell_get_embed_single), (impl_get_downloader_view):
	* embed/ephy-embed-shell.h:
	* embed/ephy-embed-utils.c: (ephy_embed_utils_save),
	(ephy_embed_utils_build_charsets_submenu):
	* embed/ephy-embed.c: (ephy_embed_new):
	* embed/ephy-embed.h:
	* embed/mozilla/ContentHandler.h:
	* embed/mozilla/EventContext.cpp:
	* embed/mozilla/GlobalHistory.cpp:
	* embed/mozilla/Makefile.am:
	* embed/mozilla/MozRegisterComponents.cpp:
	* embed/mozilla/PromptService.cpp:
	* embed/mozilla/mozilla-notifiers.cpp:
	* embed/mozilla/mozilla-notifiers.h:
	* embed/mozilla/mozilla-prefs.cpp:
	* embed/mozilla/mozilla-prefs.h:
	* src/appearance-prefs.c: (setup_font_menu):
	* src/ephy-encoding-menu.c: (ephy_encoding_menu_rebuild):
	* src/ephy-nautilus-view.c: (ephy_nautilus_view_instance_init):
	* src/ephy-shell.c: (ephy_shell_get_type), (ephy_shell_init):
	* src/ephy-tab.c: (ephy_tab_init):
	* src/general-prefs.c: (default_charset_menu_changed_cb),
	(create_default_charset_menu):
	* src/pdm-dialog.c: (pdm_dialog_cookie_remove),
	(pdm_dialog_password_remove), (pdm_dialog_cookies_free),
	(pdm_dialog_passwords_free), (pdm_dialog_init):
	* src/prefs-dialog.c: (prefs_clear_memory_cache_button_clicked_cb),
	(prefs_clear_disk_cache_button_clicked_cb):
	* src/window-commands.c: (window_cmd_file_open):

	Split mozilla related calls out of EmbedShell.
	Load default mozilla prefs from a .js file.
	Disable stupid useless security dialogs.
	Fix chechbox alert to have Ok as default action.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
frappe/erpnext,97124e92fa28ebb9dab4ca27af9fe94cd2359e13,[Fixes] Tax withholding category and Bank Guarantee (#14576),"

* Fetch withheld percentage

* Set query for accounts on the basis of company

* Fix bank guarantee error on submit

* Remove errors caused by fields which are removed
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
openembedded/meta-openembedded,6b530d936fcbf48bfe4a621d0ad2b3e61e728945,phpmyadmin: fix for Security Advisory CVE-2014-7217,"

Multiple cross-site scripting (XSS) vulnerabilities in phpMyAdmin 4.0.x before
4.0.10.4, 4.1.x before 4.1.14.5, and 4.2.x before 4.2.9.1 allow remote
authenticated users to inject arbitrary web script or HTML via a crafted ENUM
value that is improperly handled during rendering of the (1) table search or (2)
table structure page, related to
libraries/TableSearch.class.php and libraries/Util.class.php.

http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-7217

Signed-off-by: Roy Li <a4059d05326ba905aeb95e84c67e39dbdf6837e9@windriver.com>
",False,,,,,,,comsum_random_batch_12_july_2021,470,False
Alecaddd/sequeler,49fcc1a43c8176be9d5e043ea19647a0cf50e0df,Translated using Weblate (Spanish),"

Currently translated at 97.7% (131 of 134 strings)

Translation: Sequeler/Translations
Translate-URL: https://hosted.weblate.org/projects/sequeler/translations/es/
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
tprrt/linux-stable,4ff3c250cb0fee280c5d4f2a426151dc0258feea,staging: rtl8188eu: Remove unused enum,"

Signed-off-by: navin patidar <acfbc1e12aec9043236c850f1ca48c0afbcd348a@gmail.com>
Signed-off-by: Greg Kroah-Hartman <4645f7897fd33786a2ee1264d590b3c400559d85@linuxfoundation.org>
",False,,,,,,,comsum_random_batch_12_july_2021,2,True
avocado-framework/avocado-vt,7711b7ee48c366a1565228fb0d8388e494d4629f,avocado-plugins-vt.spec: Add video creation dependencies,"

On RHEL6, we want to use the old gstreamer-python package,
that uses gstreamer 0.10. On the other, newer systems, we
want to use gobject-introspection and gstreamer 1.0. This
change adds the appropriate packages for each case.

Signed-off-by: Lucas Meneghel Rodrigues <8ad3460456640ab580599f5440c5a8d925a620b9@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,230,False
nwjs/chromium.src,f867673f23bdda325e0e3423a43aab051708b843,Regenerate text-autosizing mac baselines to fix image diff errors,"

Two tests have png expectations that consistently generate an error
message on mac:
fast/text-autosizing/tables/table-with-inline-block.html
fast/text-autosizing/supercluster-multiple-layout.html

The error message is:
Image diff returned an exit code of 2. See http://crbug.com/278596

The mac expectation files appear to actually be corrupt:
LayoutTests/platform/mac/fast/text-autosizing/supercluster-multiple-layout-expected.png
LayoutTests/platform/mac/fast/text-autosizing/tables/table-with-inline-block-expected.png

I generated these a long time ago and may have made a mistake. This
patch removes the files and marks them to generate new baselines.

BUG=374643

Review-Url: https://codereview.chromium.org/2046223002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#398475}
",False,,,,,,,comsum_random_batch_12_july_2021,672,False
