repo_name,commit,message,Is_Core_Adaptive,Is_Adaptive,Justification,Certain,Comment,Sampling
google/knative-gcp,15e3f17835393ef088f6c78bdcd327f70218a16b,"Update docs for enabling Workload Identity on an existing cluster (#903)

* update configure

* Revert ""update configure""

This reverts commit fa4c9bb3

* doc update

* updates

* updates

* updates

* updates",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
google/CodeCity,fc626e460a71fb479c2297b5631331a64459c094,"Factor loading code out of CodeCity.startup

Create CodeCity.loadCheckpoint to handle creating an Interpreter from a .city checkpoint, and CodeCity.loadStartup to handle creating an Interpreter instance pre-loaded with a directory of .js startup scripts.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,d518b2b48a9c11fc381b179709f5321bce1f3b39,"USB: xpad: additional USB id's added

Adding additional USB vendor/product ID's for XBOX pads provided by the
XBOX Linux team.

Signed-off-by: Dominic Cerquetti <c221e171ad1251c256a1c3f586d4a1e750b65d92@yahoo.com>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@osdl.org>
Signed-off-by: Greg Kroah-Hartman <4645f7897fd33786a2ee1264d590b3c400559d85@suse.de>

",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,68cfe9a286f3ee2371de00ab666b4949ff285196,"net: sis900: fix indentation issues, remove some spaces

There are several statements that contain extra spacing in
the indentation; clean this up by removing spaces. Also
add { } braces on if statement to keep to kernel coding
style.

Signed-off-by: Colin Ian King <d100aa70785e45ee8deab668147d941941915c21@canonical.com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
chromium/chromium,d5ecdde2489a5f47f2cde7e7e2d84faa24393def,"Add enumeration tags to clientRenderingAPI metrics

The newly added clientRenderingAPI metrics is missing from ukm dashboard
Adding <enumeration/> tag should fix the issue.

Bug: 1147230
Change-Id: Ia9ee0ec673fec3db8daaacbdc6fa1ff1558fa121
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2527565
Reviewed-by: Kenneth Russell <1ebccd90c2bc76de65b6f830f2128a91ed69fdfb@chromium.org>
Reviewed-by: Jesse Doherty <0bdb7a3101d8b6a762f3301fcc51028162cd679b@chromium.org>
Commit-Queue: Shrek Shao <7ae796039b2f0529765a6c4b0ab8ce931d949d23@google.com>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#825884}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
asciidoctor/asciidoctor-chrome-extension,bca204d6090d66f165af13b9159e7115cc27656b,"⬆️ Bump asciidoctor-kroki from 0.4.0 to 0.7.0 (#341)

* :arrow_up: Bump asciidoctor-kroki from 0.4.0 to 0.7.0

Bumps [asciidoctor-kroki](https://github.com/Mogztter/asciidoctor-kroki) from 0.4.0 to 0.7.0.
- [Release notes](https://github.com/Mogztter/asciidoctor-kroki/releases)
- [Commits](https://github.com/Mogztter/asciidoctor-kroki/compare/v0.4.0...v0.7.0)

Signed-off-by: dependabot-preview[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com>

* Update dist

Co-authored-by: dependabot-preview[bot] <6a4c1c4838f800d1998274cd5234e1f65c55e90c@users.noreply.github.com>
Co-authored-by: Guillaume Grossetie <b9c33d7efece03e0b3a6bb4d39473c83a05f7862@gmail.com>",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,068eac045cb65be73a109b03e7e28ce65cddf2ea,"Revert ""Add the about flags for the TabManager/RC features.""

This reverts commit 448f72d0803a96e428ea00f475d36b057758d3e4.

Reason for revert: This CL may trigger sizes failing on chromium/Mac, and the failure prevents builds on Mac. So let me try to revert this.

Bug: 854896

Original change's description:
> Add the about flags for the TabManager/RC features.
> 
> Change-Id: Id68cad067bb35f3b11bd8828806860110e8aaf79
> Reviewed-on: https://chromium-review.googlesource.com/1103304
> Commit-Queue: Sébastien Marchand <sebmarchand@chromium.org>
> Reviewed-by: François Doray <fdoray@chromium.org>
> Cr-Commit-Position: refs/heads/master@{#569094}

TBR=chrisha@chromium.org,fdoray@chromium.org,sebmarchand@chromium.org

Change-Id: I3aa871436e096af1fb4583634b338a139d32c31f
No-Presubmit: true
No-Tree-Checks: true
No-Try: true
Reviewed-on: https://chromium-review.googlesource.com/1109321
Reviewed-by: Hitoshi Yoshida <fde1f16ff7d3172e2d2a873a48e9dccaaa611add@chromium.org>
Commit-Queue: Hitoshi Yoshida <fde1f16ff7d3172e2d2a873a48e9dccaaa611add@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#569190}",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
avocado-framework/avocado-vt,508d31b483d20c38b47b021676debeee617e5685,"virttest.utils_libguestfs: Add cmd_result() in GuestfishRemote

1. Want keep consistent with the original code.
add method cmd_result() in class GuestfishRemote(), cmd_result is
called by inner_cmd()

2. add a func blockdev_rereadpt()
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
CTSRD-CHERI/u-boot,a139ac58a7aad3110a4188ed1770ceb0f70f37d8,"doc: dt-bindings: tsec: Correct the Ethernet port compatible string

Change the compatible string to ""fsl,etsec2"" for the Ethernet ports,
which is used in the current driver's match table.

Fixes: 69a00875e3db (""doc: dt-bindings: Describe Freescale TSEC ethernet controller"")
Signed-off-by: Hou Zhiqiang <6c0c8902386def638715cb5c29c831cf16ec8aa4@nxp.com>
Acked-by: Vladimir Oltean <6ef50fec496bca30294ed8eff4f157ee91f2dc55@nxp.com>
Reviewed-by: Priyanka Jain <b3fdb9f35a058e372896381ae5ce9bcd066647ce@nxp.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
HPC-buildtest/buildtest-framework,25902b9ad812ac0cb6d671c6d4f26868e9a5e29a,"migrating documentation from buildtest repo to buildtest-framework.

Recreate sphinx project and enable autodoc and this will generate the
API docs that can be run via make rst
Also add target ""view"" which will open a firefox session at index.html
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
electron/electron,3349b8e6c7bf7c827b308ab96cccb58cbaa23e02,"linux: Remove all the X and GTK+ related implementations.

Now we only uses GTK+ for app indicator and status icon, also notice the
in Chrome35 the Gtk2StatusIcon class doesn't exist yet so we shipp
related files under chromium_src, remember to delete them after upgraded
to Chrome36.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,df9766ca9da5d9c1f2bb4eea9c9f16a2e7e8e1a5,"target: Only reset specific dynamic entries during lun_group creation

This patch changes core_tpg_add_node_to_devs() to avoid unnecessarly
resetting every se_dev_entry in se_node_acl->tpg_lun_hlist when the
operation is driven by an explicit configfs se_lun->lun_group creation
via core_dev_add_lun() to only update a single se_lun.

Otherwise for the second core_tpg_check_initiator_node_acl() case, go
ahead and continue to scan the full set of currently active se_lun in
se_portal_group->tpg_lun_hlist.

Reviewed-by: Hannes Reinecke <b0d1e9e4a4e27620745ff49be9000da3174a4cc6@suse.de>
Cc: Christoph Hellwig <923f7720577207a44b32e59bbfbea59d27f1ae8e@lst.de>
Cc: Sagi Grimberg <380ce2a82d3d08e67ab163b51dc6d30288ad3f13@mellanox.com>
Signed-off-by: Nicholas Bellinger <978acd1567d5598152161fdf8bf3ca568f950c9b@linux-iscsi.org>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
TimothyGu/libilbc,062e14e8e6e4c8cd1c51b45fd64f6787ddbc8787,"Roll chromium_revision bb7899a..c8eec9a (360504:360565)

Change log: https://chromium.googlesource.com/chromium/src/+log/bb7899a..c8eec9a
Full diff: https://chromium.googlesource.com/chromium/src/+/bb7899a..c8eec9a

Changed dependencies:
* src/third_party/boringssl/src: https://boringssl.googlesource.com/boringssl.git/+log/d7421eb..3ac32b1
* src/tools/swarming_client: https://chromium.googlesource.com/external/swarming.client.git/+log/8fce796..05e1787
DEPS diff: https://chromium.googlesource.com/chromium/src/+/bb7899a..c8eec9a/DEPS

No update to Clang.

TBR=
CQ_EXTRA_TRYBOTS=tryserver.webrtc:win_baremetal,mac_baremetal,linux_baremetal

Review URL: https://codereview.webrtc.org/1457303002

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#10713}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
qtproject/qtqa-gerrit,cf6c35942d2ca452cd6875e7e9c5cde58ddddce5,"Add ssh command to list groups.

Change-Id: Iaae73ec644e4f1ca631e8be1d90f7334ae5bd8c7
Signed-off-by: Edwin Kempin <b444e279ad95fdef4fbdd82c813b624595df204a@sap.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,cd19154608610ab4cdd6c039e9214b8dd281845c,"drm/i915: Adjust CDCLK accordingly to our DBuf bw needs

According to BSpec max BW per slice is calculated using formula
Max BW = CDCLK * 64. Currently when calculating min CDCLK we
account only per plane requirements, however in order to avoid
FIFO underruns we need to estimate accumulated BW consumed by
all planes(ddb entries basically) residing on that particular
DBuf slice. This will allow us to put CDCLK lower and save power
when we don't need that much bandwidth or gain additional
performance once plane consumption grows.

v2: - Fix long line warning
    - Limited new DBuf bw checks to only gens >= 11

v3: - Lets track used Dbuf bw per slice and per crtc in bw state
      (or may be in DBuf state in future), that way we don't need
      to have all crtcs in state and those only if we detect if
      are actually going to change cdclk, just same way as we
      do with other stuff, i.e intel_atomic_serialize_global_state
      and co. Just as per Ville's paradigm.
    - Made dbuf bw calculation procedure look nicer by introducing
      for_each_dbuf_slice_in_mask - we often will now need to iterate
      slices using mask.
    - According to experimental results CDCLK * 64 accounts for
      overall bandwidth across all dbufs, not per dbuf.

v4: - Fixed missing const(Ville)
    - Removed spurious whitespaces(Ville)
    - Fixed local variable init(reduced scope where not needed)
    - Added some comments about data rate for planar formats
    - Changed struct intel_crtc_bw to intel_dbuf_bw
    - Moved dbuf bw calculation to intel_compute_min_cdclk(Ville)

v5: - Removed unneeded macro

v6: - Prevent too frequent CDCLK switching back and forth:
      Always switch to higher CDCLK when needed to prevent bandwidth
      issues, however don't switch to lower CDCLK earlier than once
      in 30 minutes in order to prevent constant modeset blinking.
      We could of course not switch back at all, however this is
      bad from power consumption point of view.

v7: - Fixed to track cdclk using bw_state, modeset will be now
      triggered only when CDCLK change is really needed.

v8: - Lock global state if bw_state->min_cdclk is changed.
    - Try getting bw_state only if there are crtcs in the commit
      (need to have read-locked global state)

v9: - Do not do Dbuf bw check for gens < 9 - triggers WARN
      as ddb_size is 0.

v10: - Lock global state for older gens as well.

v11: - Define new bw_calc_min_cdclk hook, instead of using
       a condition(Manasi Navare)

v12: - Fixed rebase conflict

v13: - Added spaces after declarations to make checkpatch happy.

Signed-off-by: Stanislav Lisovskiy <910af5f57236361085be29d498ea825f40072ca0@intel.com>
Reviewed-by: Manasi Navare <f124e76fbe500bf1335279627793be517809ba5a@intel.com>
Signed-off-by: Manasi Navare <f124e76fbe500bf1335279627793be517809ba5a@intel.com>
Link: https://patchwork.freedesktop.org/patch/msgid/20200520150058.16123-1-910af5f57236361085be29d498ea825f40072ca0@intel.com
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
vinriviere/m68k-atari-mint-binutils-gdb,4930751aaeebf663e6ce45c683b1653b2c60a68b,"* TODO: Note abstraction layer violation where ""ocd reset"" command
must invalidate the dcache, and how this might be fixed.

* monitor.c (#include ""dcache.h""): Removed.
(remote_dcache): Removed.
(monitor_open): Removed code that created local dcache.
(flush_monitor_dcache): Removed (unused function).
(monitor_resume): Removed call to dcache_invd().
(monitor_load): Likewise.
(monitor_xfer_memory): Changed to call monitor_write_memory(),
monitor_write_memory_block(), and monitor_read_memory() instead
of dcache_xfer_memory().
* monitor.h (flush_monitor_dcache): Removed (unused function).
* ocd.c (#include ""dcache.h""): Removed.
(ocd_dcache): Removed.
(ocd_open): Removed code that created local dcache.
(ocd_resume): Removed call to dcache_invd().
(ocd_xfer_memory): Changed to call ocd_write_bytes() and
ocd_read_bytes() instead of dcache_xfer_memory().
(bdm_reset_command): Invalidate target dcache.
* remote-bug.c (bug_load): Remove call to dcache_invd().
(bug_resume): Likewise.
(bug_settings): Remove dcache, readfunc, and writefunc fields
from initializer.
(bug_xfer_memory): Changed to call bug_read_memory() and
bug_write_memory() instead of dcache_xfer_memory().
* remote-nindy.c (#include ""dcache.h""): Removed.
(nindy_dcache): Removed.
(nindy_open): Removed code that created local dcache.
(nindy_resume): Removed call to dcache_invd().
(nindy_load): Likewise.
(nindy_xfer_inferior_memory): Changed to call ninMemPut() and
ninMemGet() instead of dcache_xfer_memory().
* remote-sds.c (#include ""dcache.h""): Removed.
(sds_dcache): Removed.
(sds_open): Removed code that created local dcache.
(sds_resume): Removed call to dcache_invd().
(sds_xfer_memory): Changed to call sds_write_bytes() and
sds_read_bytes() instead of dcache_xfer_memory().
* remote-utils.c (gr_open): Removed code that created local dcache.
* remote-utils.h (#include ""dcache.h""): Removed.
(struct gr_settings): Removed dcache, readfunc, and writefunc fields.
(gr_get_dcache, gr_set_dcache): Removed macro definitions.
* remote.c (#include ""dcache.h""): Removed.
(remote_dcache): Removed.
(remote_open_1): Removed code that created local dcache.
(remote_async_open_1): Likewise.
(remote_resume): Removed call to dcache_invd().
(remote_async_resume): Likewise.
(remote_xfer_memory): Changed to call remote_write_bytes() and
remote_read_bytes() instead of dcache_xfer_memory().
* wince.c (#include ""dcache.h""): Removed.
(remote_dcache): Removed.
(child_create_inferior): Removed code that created local dcache.
(child_xfer_memory): Changed to call remote_write_bytes() and
remote_read_bytes() instead of dcache_xfer_memory().
(child_resume): Removed call to dcache_invd().

* target.c (target_dcache): Added.
(target_load): Invalidate target_dcache.
(do_xfer_memory): New function.
(target_xfer_memory): Reimplement in terms of dcache_xfer_memory().
(target_xfer_memory_partial): Likewise.
(initialize_targets): Create target_dcache.
* target.h (#include ""dcache.h""): Added.
(target_open): Invalidate target_dcache.
(target_resume): Likewise.
(do_xfer_memory): New declaration.

* dcache.c (dcache_init): Removed reading and writing arguments.
(dcache_struct): Removed read_memory and write_memory fields.
(dcache_write_line): Call do_xfer_memory.
(dcache_read_line): Likewise.
(dcache_xfer_memory): Likewise.
(dcache_invalidate): Renamed from dcache_invd.
(dcache_init): Updated.
(dcache_xfer_memory): Updated.
* dcache.h (memxferfunc): Removed definition.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
